localhost:80 172.22.0.1 - - [14/Jul/2024:16:19:37 +0000] "GET /register HTTP/1.1" 405 436 "-" "PostmanRuntime/7.40.0"
localhost:80 172.31.0.1 - - [14/Jul/2024:17:11:27 +0000] "GET /register HTTP/1.1" 405 436 "-" "PostmanRuntime/7.40.0"
localhost:80 172.31.0.1 - - [14/Jul/2024:17:11:34 +0000] "POST /register HTTP/1.1" 500 337 "-" "PostmanRuntime/7.40.0"
localhost:80 172.31.0.1 - - [14/Jul/2024:17:12:46 +0000] "POST /register HTTP/1.1" 200 380 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:18:47:02 +0000] "POST /register HTTP/1.1" 200 380 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:04:40 +0000] "POST /register HTTP/1.1" 200 441 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:05:32 +0000] "GET /users HTTP/1.1" 200 444 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:09:26 +0000] "POST /login HTTP/1.1" 400 386 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:09:35 +0000] "POST /login HTTP/1.1" 200 587 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:11:54 +0000] "GET /user/1 HTTP/1.1" 200 441 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:19:57 +0000] "GET /logout HTTP/1.1" 405 434 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:20:10 +0000] "POST /logout HTTP/1.1" 500 477 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:24:12 +0000] "POST /logout HTTP/1.1" 500 477 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:25:36 +0000] "POST /logout HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:27:19 +0000] "POST /logout HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:27:39 +0000] "POST /logout HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:30:13 +0000] "POST /logout HTTP/1.1" 500 110842 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:30:42 +0000] "POST /logout HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:46:23 +0000] "GET /user/1 HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:46:31 +0000] "POST /login HTTP/1.1" 500 720 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:46:49 +0000] "POST /login HTTP/1.1" 200 587 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:46:54 +0000] "GET /user/1 HTTP/1.1" 200 440 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:46:58 +0000] "POST /logout HTTP/1.1" 500 445 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:19:47:44 +0000] "POST /logout HTTP/1.1" 200 520 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:20:30:29 +0000] "POST /createJournal HTTP/1.1" 500 102826 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:20:30:59 +0000] "POST /createJournal HTTP/1.1" 500 484 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:20:31:52 +0000] "POST /register HTTP/1.1" 200 442 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:20:31:56 +0000] "POST /login HTTP/1.1" 200 587 "-" "PostmanRuntime/7.40.0"
localhost:80 192.168.16.1 - - [14/Jul/2024:20:32:04 +0000] "POST /createJournal HTTP/1.1" 200 705 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:31:39 +0000] "POST /register HTTP/1.1" 200 441 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:31:53 +0000] "POST /login HTTP/1.1" 200 587 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:32:16 +0000] "POST /createJournal HTTP/1.1" 200 705 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:33:08 +0000] "GET /getJournal//1 HTTP/1.1" 404 387 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:33:26 +0000] "GET /getJournal/1 HTTP/1.1" 200 705 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:49:22 +0000] "DELETE /deleteJournal/1 HTTP/1.1" 200 314 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:50:29 +0000] "POST /createJournal HTTP/1.1" 200 705 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:53:00 +0000] "POST /createJournal HTTP/1.1" 200 837 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:08:53:08 +0000] "GET /getJournal/2 HTTP/1.1" 200 837 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:09:02:10 +0000] "PUT /updateJournal/2 HTTP/1.1" 200 314 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:09:02:21 +0000] "GET /getJournal/2 HTTP/1.1" 200 616 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:13:52:51 +0000] "POST /createRapport HTTP/1.1" 500 391 "-" "PostmanRuntime/7.40.0"
localhost:80 172.18.0.1 - - [15/Jul/2024:13:55:05 +0000] "POST /createRapport HTTP/1.1" 500 391 "-" "PostmanRuntime/7.40.0"
